STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
         44;19960101;19961231;   10;  5.00;   7.42;   11.42;    3.51;    2.20; 1414.80;-999;  32.5; -18.0;    9;   645.6;   29.0;eor
         44;19970101;19971231;   10;  5.08;   9.33;   13.49;    5.44;    2.13; 1623.00;-999;  32.0; -19.5;    9;   768.2;   27.9;eor
         44;19980101;19981231;   10;  5.69;   9.27;   13.02;    5.75;    2.25; 1290.80;-999;  31.5; -18.5;    9;  1241.8;   64.8;eor
         44;19990101;19991231;   10;  5.38;  10.06;   14.20;    6.01;    1.95; 1612.80;-999;  31.6; -10.5;    9;   847.3;   44.4;eor
         44;20000101;20001231;   10;  5.70;   9.92;   13.78;    6.25;    1.61; 1327.30;-999;  34.5;  -9.1;    9;   813.9;   28.9;eor
         44;20010101;20011231;   10;  5.74;   9.22;   12.93;    5.60;    1.53; 1414.00;-999;  33.0; -15.0;    9;   943.8;   42.5;eor
         44;20020101;20021231;   10;  5.52;   9.70;   13.66;    5.95;    1.61; 1449.20;-999;  34.5; -10.6;    9;   966.1;   37.8;eor
         44;20030101;20031231;   10;  4.83;   9.43;   13.86;    4.87;    1.45;-999;-999;  36.9; -15.2;    9;   731.4;   29.1;eor
         44;20040101;20041231;   10;  5.66;   9.59;   13.43;    5.83;    1.48; 1500.60;-999;  32.0;  -6.1;    9;   912.5;   33.2;eor
         44;20050101;20051231;   10;  4.98;   9.50;   13.47;    5.55;    1.49;-999;-999;  31.7; -18.9;    9;   852.1;   35.6;eor
         44;20060101;20061231;   10;  5.19;  10.24;   14.16;    6.10;    1.45;-999;-999;  35.7; -11.8;    9;   710.3;   39.2;eor
         44;20070101;20071231;   10;  5.47;  10.37;   14.40;    6.32;    2.20;-999;-999;  31.5;  -7.6;    9;   914.9;   32.3;eor
         44;20080101;20081231;   10;  5.45;  10.03;   14.15;    5.91;    2.53; 1578.10;-999;  32.7; -10.3;    9;   732.3;   27.8;eor
         44;20090101;20091231;   10;  5.44;   9.84;   14.15;    5.58;    2.49; 1664.20;-999;  35.3; -13.8;    9;   672.3;   38.9;eor
         44;20100101;20101231;   10;  -999;   8.18;   12.26;    3.94;    2.49; 1559.90;-999;  34.6; -15.3;    9;   729.5;   45.1;eor
         44;20110101;20111231;   10;  5.43;  10.05;   14.56;    5.77;    2.61; 1614.10;-999;  31.1;  -8.7;    9;   713.8;   25.9;eor
         44;20130101;20131231;   10;  -999;   8.99;   13.09;    4.91;-999; 1487.00;-999;  34.4; -11.1;    9;   666.2;   45.2;eor
         44;20140101;20141231;   10;  -999;  10.84;   15.25;    6.71;-999; 1648.70;-999;  32.6;  -8.9;    9;   699.7;   50.2;eor
         44;20150101;20151231;    3;  -999;  10.08;   14.36;    5.86;-999; 1605.73;-999;  35.8;  -5.7;    9;   741.9;   26.8;eor
         44;20160101;20161231;    3;  -999;   9.85;   14.21;    5.69;-999; 1612.22;-999;  32.6; -11.9;-999;-999;   28.2;eor
         44;20170101;20171231;    3;  -999;   9.95;   14.08;    5.92;-999; 1464.65;-999;  32.8; -10.2;    9;   946.0;   71.9;eor
         44;20180101;20181231;    3;  -999;  10.75;   15.42;    6.06;-999; 2019.93;-999;  36.6; -11.1;    9;   483.4;   17.7;eor
         44;20190101;20191231;    3;  -999;  10.63;   15.11;    6.15;-999; 1719.92;-999;  36.9;  -9.3;-999;-999;-999;eor
