STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
         78;19860101;19861231;   10;  4.85;   8.65;   12.55;    4.78;    1.40;-999;-999;  32.0; -17.9;   10;   860.6;   37.0;eor
         78;19870101;19871231;   10;  5.07;   8.28;   11.95;    4.50;    1.32;-999;-999;  30.8; -19.0;   10;   770.7;   24.5;eor
         78;19880101;19881231;   10;  5.21;   9.81;   13.51;    6.06;    1.45;-999;-999;  28.2;  -6.8;   10;   813.8;   22.6;eor
         78;19890101;19891231;   10;  4.26;  10.09;   14.41;    5.91;    1.43;-999;-999;  31.2;  -8.8;   10;   685.4;   24.8;eor
         78;19900101;19901231;   10;  4.56;  10.28;   14.48;    6.17;    1.60;-999;-999;  34.5;  -4.8;   10;   841.6;   32.8;eor
         78;19910101;19911231;   10;  4.63;   9.04;   13.16;    4.88;    1.54;-999;-999;  32.0; -13.2;    9;   669.7;   30.8;eor
         78;19920101;19921231;   10;  5.18;  10.15;   14.08;    6.03;    1.74;-999;-999;  34.5;  -9.0;    9;   869.7;   38.0;eor
         78;19930101;19931231;   10;  5.23;   9.05;   12.89;    5.06;    1.55;-999;-999;  29.2; -13.8;    9;  1110.6;   35.4;eor
         78;19940101;19941231;   10;  5.42;  10.20;   14.10;    6.20;    1.53;-999;-999;  34.5; -10.5;    9;  1055.3;   35.6;eor
         78;19950101;19951231;   10;  5.12;   9.88;   14.07;    5.80;    1.26;-999;-999;  32.6; -12.4;    9;   796.9;   28.6;eor
         78;19960101;19961231;   10;  5.11;   7.98;   11.93;    4.05;    1.17;-999;-999;  32.8; -17.4;    9;   734.0;   29.6;eor
         78;19970101;19971231;   10;  5.27;   9.97;   14.01;    5.92;    1.35;-999;-999;  32.8; -20.5;    9;   861.4;   27.8;eor
         78;19980101;19981231;   10;  5.66;  10.06;   13.72;    6.55;    1.56;-999;-999;  32.0; -11.8;    9;  1211.9;   55.7;eor
         78;19990101;19991231;   10;  5.26;  11.13;   15.36;    7.18;    1.44;-999;-999;  32.7;  -7.2;    9;   880.7;   23.6;eor
         78;20000101;20001231;   10;  5.56;  10.46;   14.34;    6.86;    1.48;-999;-999;  34.0;  -9.0;    9;  1001.0;   23.2;eor
         78;20010101;20011231;   10;  5.58;   9.88;   13.73;    6.21;    1.56;-999;-999;  33.1;  -9.6;    9;   978.6;   26.8;eor
         78;20020101;20021231;   10;  5.56;  10.34;   14.20;    6.74;    1.74;-999;-999;  35.5; -10.2;    9;  1183.3;   47.8;eor
         78;20030101;20031231;   10;  4.99;  10.28;   14.91;    5.91;    1.46;-999;-999;  36.5; -13.0;    9;   694.8;   38.9;eor
         78;20040101;20041231;   10;  5.55;  10.17;   14.01;    6.48;    1.61;-999;-999;  32.1;  -6.5;    9;   955.5;   25.8;eor
         78;20050101;20051231;   10;  5.02;   9.45;   13.66;    5.23;    1.90;-999;-999;  31.7; -17.7;    9;   738.9;   43.1;eor
         78;20060101;20061231;   10;  5.14;  10.05;   14.22;    5.81;    1.94;-999;-999;  34.6; -10.4;    9;   747.4;   28.5;eor
         78;20070101;20071231;   10;  5.41;  10.29;   14.37;    6.17;    1.94;-999;-999;  31.6;  -8.2;    9;   930.9;   28.9;eor
         78;20080101;20081231;   10;  5.27;   9.78;   13.94;    5.55;    1.98;-999;-999;  33.3;  -9.7;    9;   747.1;   25.0;eor
         78;20090101;20091231;   10;  5.10;   9.62;   13.92;    5.12;    1.48;-999;-999;  35.1; -17.3;    9;   737.7;   28.3;eor
         78;20100101;20101231;   10;  5.65;   8.05;   12.18;    3.71;    1.98;-999;-999;  35.3; -16.6;    9;   811.1;   52.2;eor
         78;20110101;20111231;   10;  5.35;   9.93;   14.53;    5.57;    2.70;-999;-999;  31.8;  -8.3;    9;   726.8;   24.8;eor
         78;20120101;20121231;   10;  -999;   9.43;   13.73;    5.08;-999;-999;-999;  36.8; -15.4;    9;   738.1;   21.5;eor
         78;20130101;20131231;   10;  -999;   9.05;   13.25;    4.87;-999;-999;-999;  36.2; -12.3;    9;   633.1;   31.1;eor
         78;20140101;20141231;   10;  -999;  10.74;   15.20;    6.49;-999;-999;-999;  32.7;  -7.1;    9;   761.8;   25.1;eor
         78;20150101;20151231;    3;  -999;  10.02;   14.30;    5.65;-999;-999;-999;  35.4;  -5.9;    9;   907.0;   64.3;eor
         78;20160101;20161231;    3;  -999;   9.76;   13.98;    5.54;-999;-999;-999;  32.3;  -9.4;    9;   689.3;   30.4;eor
         78;20170101;20171231;    3;  -999;   9.93;   13.98;    5.89;-999;-999;-999;  34.4;  -8.4;    9;   874.3;   36.4;eor
         78;20180101;20181231;    3;  -999;  10.66;   15.40;    5.88;-999;-999;-999;  36.1; -11.3;    9;   615.2;   25.1;eor
         78;20190101;20191231;    3;  -999;  10.61;   15.19;    6.00;-999;-999;-999;  39.2;  -8.3;    3;   792.9;   45.0;eor
