STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;JA_N;JA_TT;JA_TX;JA_TN;JA_FK;JA_SD_S;JA_MX_FX;JA_MX_TX;JA_MX_TN;QN_6;JA_RR;JA_MX_RS;eor
         91;19910101;19911231;   10;  5.39;   7.65;   12.61;    3.17;    2.79;-999;-999;  32.5; -16.0;    9;   463.4;   26.8;eor
         91;19920101;19921231;   10;  5.68;   8.61;   13.20;    4.63;    2.86;-999;-999;  34.4; -11.0;    9;   696.7;   29.3;eor
         91;19930101;19931231;   10;  5.66;   7.90;   12.45;    3.75;    3.02;-999;-999;  29.5; -16.0;    9;   759.6;   45.2;eor
         91;19940101;19941231;   10;  5.85;   9.15;   13.69;    5.11;    3.06;-999;-999;  34.5; -12.8;    9;   801.6;   57.2;eor
         91;19950101;19951231;   10;  5.86;   8.36;   12.76;    4.53;    3.03;-999;-999;  33.0; -14.3;    9;   729.1;   39.7;eor
         91;19960101;19961231;   10;  5.93;   6.49;   10.91;    2.81;    2.89;-999;-999;  29.6; -18.7;    9;   568.5;   20.0;eor
         91;19970101;19971231;   10;  5.66;   8.36;   13.12;    4.26;    2.71;-999;-999;  30.0; -19.0;    9;   616.5;   36.1;eor
         91;19980101;19981231;   10;  6.03;   8.50;   12.67;    4.83;    2.73;-999;-999;  34.0; -16.2;    9;   757.2;   25.5;eor
         91;19990101;19991231;   10;  5.64;   9.00;   13.55;    5.09;    2.68;-999;-999;  31.6; -15.0;    9;   631.4;   32.4;eor
         91;20000101;20001231;   10;  5.95;   9.31;   13.83;    5.52;    2.66;-999;-999;  32.4; -12.6;    9;   696.2;   25.8;eor
         91;20010101;20011231;   10;  5.92;   8.64;   13.12;    4.84;    2.55;-999;-999;  32.8; -14.2;    9;   685.8;   16.2;eor
         91;20020101;20021231;   10;  6.06;   8.98;   13.53;    5.44;    2.46;-999;-999;  32.3; -16.0;    9;   920.9;   73.0;eor
         91;20030101;20031231;   10;  4.94;   8.87;   14.46;    4.20;    2.40;-999;-999;  36.4; -16.2;    9;   488.9;   21.0;eor
         91;20050101;20051231;   10;  5.70;   8.75;   13.35;    4.02;    2.84;-999;-999;  31.0; -19.7;    9;   640.6;   36.4;eor
         91;20060101;20061231;   10;  5.66;   9.10;   13.72;    4.32;    2.85;-999;-999;  34.1; -14.3;    9;   576.5;   35.7;eor
         91;20070101;20071231;   10;  5.73;   9.39;   13.85;    4.71;    2.99;-999;-999;  32.6; -12.0;    9;   879.7;   36.1;eor
         91;20080101;20081231;   10;  5.93;   9.03;   13.54;    4.44;    2.88;-999;-999;  31.4; -10.8;    9;   548.0;   31.6;eor
         91;20090101;20091231;   10;  5.98;   8.85;   13.52;    4.02;    2.87;-999;-999;  33.1; -21.1;    9;   685.3;   22.3;eor
         91;20100101;20101231;   10;  -999;   7.63;   12.03;    3.04;    2.79;-999;-999;  34.5; -17.9;    9;   670.8;   46.8;eor
         91;20110101;20111231;   10;  -999;   9.40;   14.58;    4.42;-999;-999;-999;  31.3; -12.6;    9;   576.2;   64.9;eor
         91;20120101;20121231;   10;  -999;   8.75;   13.39;    4.06;-999;-999;-999;  33.0; -19.5;    9;   702.9;   30.1;eor
         91;20130101;20131231;   10;  -999;   8.37;   12.61;    4.06;-999;-999;-999;  33.8; -14.3;    9;   769.2;   45.3;eor
         91;20140101;20141231;   10;  -999;   9.99;   14.69;    5.43;-999;-999;-999;  32.6;  -8.4;    9;   722.0;   52.5;eor
         91;20150101;20151231;    3;  -999;   9.62;   14.45;    4.64;-999;-999;-999;  36.6; -10.2;    9;   543.5;   40.1;eor
         91;20160101;20161231;    3;  -999;   9.12;   13.80;    4.48;-999;-999;-999;  33.9; -14.8;    9;   562.6;   32.2;eor
         91;20170101;20171231;    3;  -999;   9.24;   13.90;    4.62;-999;-999;-999;  32.2; -14.1;    9;   756.2;   39.5;eor
         91;20180101;20181231;    3;  -999;  10.06;   15.43;    4.71;-999;-999;-999;  35.2; -14.4;    9;   524.5;   50.4;eor
         91;20190101;20191231;    3;  -999;   9.77;   14.82;    4.53;-999;-999;-999;  37.3; -12.1;    3;   585.6;   51.6;eor
